Sample title,sample_description,taxon_id,sequencing_platform,library_strategy,library_source,library_selection,library_layout,indexing_layout,nominal_length,forward_read_file_name,forward_read_file_checksum,reverse_read_file_name,reverse_read_file_checksum,checksum_method,environmental package,Event Date/Time,Latitude Start,Longitude Start,environment (biome),environment (material),environment (feature),project name,Marine Region,Sampling Site,Sampling Platform,Depth,Protocol Label,Temperature,Salinity,Sampling Campaign,SAMPLING_Investigators,SAMPLING_Objective,EVENT_Device,EVENT_Method,EVENT_Comment,SAMPLE_Quantity (L),SAMPLE_Filtration time (min),SAMPLE_Container,SAMPLE_Content,SAMPLE_Size-Fraction_Upper-Threshold,SAMPLE_Size-Fraction_Lower-Threshold,SAMPLE_Treatment_Chemicals,SAMPLE_Treatment_Storage
OSD100_2019-06_1_NPL022,,,,,,,,,180,OSD100-2019_S56_L001_R1_001.fastq.gz,0bdf3725e683e90a4e7bcdcc82ec067d53d340e34dafc72c62476777aaedf99e,OSD100-2019_S56_L001_R2_001.fastq.gz,ce9718abb58b812edcbf9de6466db52002ae64ab68e38d9d9006f2a1842b6913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD100_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_DDOSDA_4_1_HYLGGDSXX.12BA046_clean.fastq.gz,8a3e23e8929848a855ee17cf75c3a922,CRC_DDOSDA_4_2_HYLGGDSXX.12BA046_clean.fastq.gz,475792ba62388a66873b443474b3fdd6,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD122_2019-06_1_NPL022,surface water sample from the Gulf of Aqaba,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD122-2019_S153_L001_R1_001.fastq.gz,123570184c4d6bfac775b410f6082a9a86839545bb131a75b54a7eb3d18b02ef,OSD122-2019_S153_L001_R2_001.fastq.gz,68671c0ce9aeab1f92acfc7a16f4ee1d096aa2b660ab8bb3af70632a94b68974,SHA-256,water,2019-06-20T07:55:00Z/2019-06-20T12:20:00Z,29.46,34.93,marine pelagic biome [ENVO:01000023], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25384,"OSD122, Aqaba Israel",self-propelled boat 48182,0,NPL022,27.62,40.90,OSD-Jun-2019,"FRADA, Miguel/ KOPLOVITZ, Gil/ KEUTER Sabine, The InterUniversity Institute for Marine Sciences in Eilat, miguel.frada@mail.huji.ac.il/ gil.koplovitz@mail.huji.ac.il/ sabine.keuter@mail.huji.ac.il",sampling for Prokaryotes,25L Jerrycan,3 acid washed 25l Jerrycans were deployed by hand from a boat,"sampling done at open sea, on surface. Water depth at sampling location-700m. Local time UTC+2",4.30,64,Sterivex,particulate matter,no prefiltration,0.22,none,-80
OSD122_2019-06_1_NPL022,,,,,,,,,180,OSD122-2019_S57_L001_R1_001.fastq.gz,0c7a7e5a86b092e591d095173b7337b54d5c8e828563e0d8e180ddb73537548d,OSD122-2019_S57_L001_R2_001.fastq.gz,211aca495551f1855b5669d67a90f5348bbfac8762fe6eb75a11938ca0e1a040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD122_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_DEOSDA_4_1_HYLGGDSXX.12BA058_clean.fastq.gz,28b01289ab9c095d886d52e63fe625c4,CRC_DEOSDA_4_2_HYLGGDSXX.12BA058_clean.fastq.gz,878e9fa696853fee369d4256e130e442,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD152_2019-06_1_NPL022,surface water sample from the Bedford Basin,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD152-2019_S154_L001_R1_001.fastq.gz,fd163551ed75ef317a8ef52d484bc7ef2e2888f8d4f2c0c7f5e8e59a77733e1d,OSD152-2019_S154_L001_R2_001.fastq.gz,f09e781bd420e7e34db930bcebe7e589fb902b55658f771e4824422a7155a7bd,SHA-256,water,2019-06-20T12:40:00Z/2019-06-20T12:45:00Z,44.69,-63.64,neritic epipelagic zone biome [ENVO:01000042], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=18822,"OSD152, Bedford Basin Canada",CGS SIGMA T,1,NPL022,15.00,26.87,OSD-Jun-2019,"TOLMAN, Jennifer/ LAROCHE, Julie, Dalhousie University, j.tolman@dal.ca/ julie.laroche@dal.ca",Compass Buoy STN (HLO) has been sampled weekly since 1992 as part of the Bedford Basin Monitoring Program,30L Niskin bottle,NISKIN deployed on cable winch,filtered with peristaltic pump,1.16,14,Sterivex,particulate matter,no prefiltration,0.22,none,-80
OSD152_2019-06_1_NPL022,,,,,,,,,180,OSD152-2019_S58_L001_R1_001.fastq.gz,5bed1f665f6d420a96d431498321176976bc88d77f87457c5f2804bf1a0c8249,OSD152-2019_S58_L001_R2_001.fastq.gz,07999107adc6a24296aca3795a950e3d5b989b7d25e88605011dcdcc463f3480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD152_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_DFOSDA_4_1_HYLGGDSXX.12BA070_clean.fastq.gz,6cbfb26c51ca26fbc8ac4a4a6a760943,CRC_DFOSDA_4_2_HYLGGDSXX.12BA070_clean.fastq.gz,3491cec3800fe3aa3d723988e33695f4,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD153_2019-06_1_NPL022,surface water sample from the Cadiz Gulf,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD153-2019_S155_L001_R1_001.fastq.gz,a7e5fd9a6958a97622e127dac170c64dcc1a5870eee87bfc5f524f8e7b1fce15,OSD153-2019_S155_L001_R2_001.fastq.gz,7f6ad58f106d56d24997c325eb4a2d1538b9e676cf66e4bcc1d9b16d5fe0507a,SHA-256,water,2019-06-07T10:30:00Z/2019-06-21T10:35:00Z,37.00,-7.98,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=2360,"OSD153, Faro Island Portugal",on shore,0,NPL022,19.10,35.07,OSD-Jun-2019,"COSTA, Rodrigo/ VALENTE Sara/ SILVA Sandra, Instituto Superior Técnico (IST), University of Lisbon, rodrigoscosta@technico.ulisboa.pt",not provided,not provided,not provided,not provided,1.46,not provided,not provided,not provided,not provided,0.22,none,-80
OSD153_2019-06_1_NPL022,,,,,,,,,180,OSD153-2019_S59_L001_R1_001.fastq.gz,09182fce58bb04b3871906fea785e77f5e4f25a03415326548a8f4e36bd214cf,OSD153-2019_S59_L001_R2_001.fastq.gz,291d14e8cbaa31bdb8eeeba1b98dc2815654c8cd299d978f91cde5332efc8545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD153_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_DGOSDA_4_1_HYLGGDSXX.12BA082_clean.fastq.gz,6375d30375aa51c02d14dc7547934907,CRC_DGOSDA_4_2_HYLGGDSXX.12BA082_clean.fastq.gz,b5099a3b66f59686b9ccd9cbd7358a20,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD159_2019-06_1_NPL022,surface water sample from the Iroise Sea,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD159-2019_S157_L001_R1_001.fastq.gz,609bb707dfc89b565839639c2a1460e4e08b86c3f140497aa9b2067feac2bf3d,OSD159-2019_S157_L001_R2_001.fastq.gz,6bc972bb0d8764385cb5d89a9d55b4c120ef6c4d7d5e1e1dc207ba9f6a0dfed8,SHA-256,water,2019-06-21T06:32:00Z/2019-06-21T07:30:00Z,48.36,-4.55,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25220,"OSD159, Brest Somlit France",Brest Somlit,2,NPL022,15.22,34.94,OSD-Jun-2019,"L'HARIDON, Stephane, Centre Nationale Recherche Scientific, stephane.lharidon@univ-brest.fr",Prokaryotes sampling,8L Niskin bottle,not provided,not provided,3.00,30,Sterivex,particulate matter,no prefiltration,0.22,none,-80
OSD159_2019-06_1_NPL022,,,,,,,,,180,OSD159-2019_S61_L001_R1_001.fastq.gz,12f0725eab066cd1009dae6c93ebb36b89c633f9acd1d6c40309dc5a611b5c98,OSD159-2019_S61_L001_R2_001.fastq.gz,7a1ae4f673fa6af1205f0309ba85efdb5b3381faa21ed8edfa9e7babfe149f91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD159_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_DHOSDA_4_1_HYLGGDSXX.12BA094_clean.fastq.gz,b336349183758f63889b35c4b90a4ccb,CRC_DHOSDA_4_2_HYLGGDSXX.12BA094_clean.fastq.gz,3706d208852a2a5281fec03d42b2c1c0,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD170_2019-06_1_NPL022,surface water sample from the North Sea,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD170-2019_S158_L001_R1_001.fastq.gz,49a0b6f182458cf57f08e82867f2765d4cf81ec69c42678b67a139b3da8d51db,OSD170-2019_S158_L001_R2_001.fastq.gz,9e2b246fcedd6afd7de605cfd0cc50917e3c439ec56cc6a0b9033b41fdc283bb,SHA-256,water,2019-06-24T07:20:00Z/2019-06-24T07:22:00Z,51.27,2.85,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=26567,"OSD170, Oostende Belgium",RV Simon Stevin,3,NPL022,not provided,not provided,OSD-Jun-2019,"MORTELMANS,Jonas, Flanders Marine Institute (VLIZ), jonasm@vliz.be",LifeWatch and OSD,Niskin bottle,not provided,not provided,3.00,not provided,Sterivex,marine sample,no prefiltration,0.22,none,-80
OSD170_2019-06_1_NPL022,,,,,,,,,180,OSD170-2019_S62_L001_R1_001.fastq.gz,718d57fa13f3f805f111a32bc51f39e64bda261295c5825b07082a343ec2cfc5,OSD170-2019_S62_L001_R2_001.fastq.gz,aa405722f962fa429c8dd45c50a883387a8041780b1dedb2b2840b3badfb7545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD170_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_DIOSDA_4_1_HYLGGDSXX.12BA011_clean.fastq.gz,e024618624d8fa059977535ab0035d15,CRC_DIOSDA_4_2_HYLGGDSXX.12BA011_clean.fastq.gz,9601404d8d7b8a0fa0c0b6deab8d7cff,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD171_2019-06_1_NPL022,surface water sample from the North Sea,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD171-2019_S166_L001_R1_001.fastq.gz,5adb4a34ef2a34ad2e5874165844d5ea8e0f03bd287f9ae4c584edb027b68a69,OSD171-2019_S166_L001_R2_001.fastq.gz,7d298fd266795614fec5c99e2d73623278ddfbdd86554457bbf61e77ef377b05,SHA-256,water,2019-06-24T07:51:00Z/2019-06-24T07:53:00Z,51.31,2.85,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=26567,"OSD171, Oostende Belgium",RV Simon Stevin,3,NPL022,not provided,not provided,OSD-Jun-2019,"MORTELMANS,Jonas, Flanders Marine Institute (VLIZ), jonasm@vliz.be",LifeWatch and OSD,Niskin bottle,not provided,not provided,3.00,not provided,Sterivex,marine sample,no prefiltration,0.22,none,-80
OSD171_2019-06_1_NPL022,,,,,,,,,180,OSD171-2019_S70_L001_R1_001.fastq.gz,f09cf3e685af619b1de7cc0adfb466b800523ea7120615c30140f18c339b5187,OSD171-2019_S70_L001_R2_001.fastq.gz,ce5f568b335a5f347068af3ae2405a86c86c4036371619cf7373895e60a17b90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD171_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_DJOSDA_4_1_HYLGGDSXX.12BA023_clean.fastq.gz,aadbc9d291b7d9da9abfbc7036de22ad,CRC_DJOSDA_4_2_HYLGGDSXX.12BA023_clean.fastq.gz,16600a2b1e77e9753408a6130f4cc82d,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD172_2019-06_1_NPL022,surface water sample from the North Sea,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD172-2019_S167_L001_R1_001.fastq.gz,5190f75f8f66f0891b35e90baa9b2ab347830f1599309572fc6e6e3797cb38d4,OSD172-2019_S167_L001_R2_001.fastq.gz,131d2305ff53dfdf38bd9ce84c5eae9f05e41db5a51bf83df16e4818470ac5b0,SHA-256,water,2019-06-24T12:33:00Z/2019-06-24T12:35:00Z,51.37,3.21,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=26567,"OSD172, Oostende Belgium",RV Simon Stevin,3,NPL022,not provided,not provided,OSD-Jun-2019,"MORTELMANS,Jonas, Flanders Marine Institute (VLIZ), jonasm@vliz.be",LifeWatch and OSD,Niskin bottle,not provided,not provided,3.00,not provided,Sterivex,marine sample,no prefiltration,0.22,none,-80
OSD172_2019-06_1_NPL022,,,,,,,,,180,OSD172-2019_S71_L001_R1_001.fastq.gz,9aad0acd340612ca4f9ff6b4132d7a0d65c4b8d6fffa889bfcae5f41440283b9,OSD172-2019_S71_L001_R2_001.fastq.gz,561f82d4f0fc70985f652410ac5c0b9cae857ef547a15a05bb0753f74c9fb42d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD172_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_DKOSDA_4_1_HYLGGDSXX.12BA035_clean.fastq.gz,4e95b95f55c8f8bedf817f361f34b425,CRC_DKOSDA_4_2_HYLGGDSXX.12BA035_clean.fastq.gz,5ab8ff841f9d57cfadf1d02ec4c1a644,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD173_2019-06_1_NPL022,surface water sample from the North Sea,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD173-2019_S168_L001_R1_001.fastq.gz,a4794de12ba9ed049af251a2689f856cf2e4538d0a5a17d15980140bacc51d38,OSD173-2019_S168_L001_R2_001.fastq.gz,91a3d66f9ed0210010ee5b9e8fba75df291853d49ce04478f5edd3f6c0521da9,SHA-256,water,2019-06-24T11:34:00Z/2019-06-24T11:36:00Z,51.44,3.14,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=26567,"OSD173, Oostende Belgium",RV Simon Stevin,3,NPL022,not provided,not provided,OSD-Jun-2019,"MORTELMANS,Jonas, Flanders Marine Institute (VLIZ), jonasm@vliz.be",LifeWatch and OSD,Niskin bottle,not provided,not provided,3.00,not provided,Sterivex,marine sample,no prefiltration,0.22,none,-80
OSD173_2019-06_1_NPL022,,,,,,,,,180,OSD173-2019_S72_L001_R1_001.fastq.gz,7f410f311165bdcf85ac417da80d71f30519362be3e99dc38cb3266e2890a97a,OSD173-2019_S72_L001_R2_001.fastq.gz,b1206f95e05084565e23e5c6a572a7f0166f32f1e5a598a34715bea45a75ff01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD173_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_DLOSDA_4_1_HYLGGDSXX.12BA047_clean.fastq.gz,0b018c6ce6254b6dd83bcfd43deefdff,CRC_DLOSDA_4_2_HYLGGDSXX.12BA047_clean.fastq.gz,12ba2ce885b88dc94eb50b6fe15c3119,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD174_2019-06_1_NPL022,surface water sample from the North Sea,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD174-2019_S169_L001_R1_001.fastq.gz,9fa3edecf31062413813ad058efe9cd13d5b49b26a1252a31333d83756f9c05c,OSD174-2019_S169_L001_R2_001.fastq.gz,4d9680d9c4ee1ad3163fa9fd55d61ffcc117bec7a9398ce90e745f9224b25605,SHA-256,water,2019-06-24T10:52:00Z/2019-06-24T10:54:00Z,51.47,3.06,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=26567,"OSD174, Oostende Belgium",RV Simon Stevin,3,NPL022,not provided,not provided,OSD-Jun-2019,"MORTELMANS,Jonas, Flanders Marine Institute (VLIZ), jonasm@vliz.be",LifeWatch and OSD,Niskin bottle,not provided,not provided,3.00,not provided,Sterivex,marine sample,no prefiltration,0.22,none,-80
OSD174_2019-06_1_NPL022,,,,,,,,,180,OSD174-2019_S73_L001_R1_001.fastq.gz,c335bebd681dbc98f9c3514349e1cf0a516a18247942721632a152d29a5fd425,OSD174-2019_S73_L001_R2_001.fastq.gz,058a3397954e69c5236fefacd12a25ce6c5a5785a3fb6145665cb102ca22e501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD174_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_DMOSDA_4_1_HYLGGDSXX.12BA059_clean.fastq.gz,5e989048d397ff840829762a1ae62842,CRC_DMOSDA_4_2_HYLGGDSXX.12BA059_clean.fastq.gz,92e05ff030e9e0e817366fc88d187f78,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD175_2019-06_1_NPL022,surface water sample from the North Sea,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD175-2019_S170_L001_R1_001.fastq.gz,c6cf407dd8726621cbd9c42da8c7ea30b8bda4c0eea31d7a8c330f251f940c34,OSD175-2019_S170_L001_R2_001.fastq.gz,51de3713153e3ee11fa720d8dbf294cd0868c11c503ad9a8b34d3fe64bd72456,SHA-256,water,2019-06-25T10:00:00Z/2019-06-25T10:02:00Z,51.33,2.50,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=26567,"OSD175, Oostende Belgium",RV Simon Stevin,3,NPL022,not provided,not provided,OSD-Jun-2019,"MORTELMANS,Jonas, Flanders Marine Institute (VLIZ), jonasm@vliz.be",LifeWatch and OSD,Niskin bottle,not provided,not provided,3.00,not provided,Sterivex,marine sample,no prefiltration,0.22,none,-80
OSD175_2019-06_1_NPL022,,,,,,,,,180,OSD175-2019_S74_L001_R1_001.fastq.gz,a8112a7fc753247e86c63fed3abd93250a8c46b5d2f3696624cd331e73e95a9f,OSD175-2019_S74_L001_R2_001.fastq.gz,b6bf2e8a2ad239b0f75c91777c1406c3f148448198f805bfc86016d0e17a8447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD175_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_DNOSDA_4_1_HYLGGDSXX.12BA071_clean.fastq.gz,6ff88364d17fb6b153c1510a3ffd8abc,CRC_DNOSDA_4_2_HYLGGDSXX.12BA071_clean.fastq.gz,2ace4be67086b6be87880de9fa38c4d5,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD176_2019-06_1_NPL022,surface water sample from the North Sea,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD176-2019_S171_L001_R1_001.fastq.gz,2ee8130c78e5eb1876cdbf285ee3bc3327e53e03b5126c680aa98a738b95ab0a,OSD176-2019_S171_L001_R2_001.fastq.gz,8fb6a9c563e1468c51a3e7d59f61a1c60cc2aea0a19b76ac60a7e8757ba0e653,SHA-256,water,2019-06-25T10:56:00Z/2019-06-25T10:58:00Z,51.28,2.61,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=26567,"OSD176, Oostende Belgium",RV Simon Stevin,3,NPL022,not provided,not provided,OSD-Jun-2019,"MORTELMANS,Jonas, Flanders Marine Institute (VLIZ), jonasm@vliz.be",LifeWatch and OSD,Niskin bottle,not provided,not provided,3.00,not provided,Sterivex,marine sample,no prefiltration,0.22,none,-80
OSD176_2019-06_1_NPL022,,,,,,,,,180,OSD176-2019_S75_L001_R1_001.fastq.gz,0f9db0e7a415270708e41de600462310f129267a987435bf4ebf8dc0a05dc282,OSD176-2019_S75_L001_R2_001.fastq.gz,e3b2b7c9ebca702bfab4503e2e10409ed0a61209c16f55b75a8d09ba8f96912a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD176_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_DOOSDA_4_1_HYLGGDSXX.12BA083_clean.fastq.gz,08b3676908c0e5b3c6d8c4bbca6ffb6f,CRC_DOOSDA_4_2_HYLGGDSXX.12BA083_clean.fastq.gz,634ac30739deae033dd975d86f0ad758,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD177_2019-06_1_NPL022,surface water sample from the North Sea,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD177-2019_S173_L001_R1_001.fastq.gz,aff481dede7c7a33a7222dbf0f4a72efbcf359d2cf832daec3e1e812cb8c7b92,OSD177-2019_S173_L001_R2_001.fastq.gz,d1175257612aa3a65d1e7173ff158af1ca2ba64880e3d81271328cd9123bb07f,SHA-256,water,2019-06-25T12:37:00Z/2019-06-25T12:39:00Z,51.18,2.70,marine biome [ENVO:00000447], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=26567,"OSD177, Oostende Belgium",RV Simon Stevin,3,NPL022,not provided,not provided,OSD-Jun-2019,"MORTELMANS,Jonas, Flanders Marine Institute (VLIZ), jonasm@vliz.be",LifeWatch and OSD,Niskin bottle,not provided,not provided,3.00,not provided,Sterivex,marine sample,no prefiltration,0.22,none,-80
OSD177_2019-06_1_NPL022,,,,,,,,,180,OSD177-2019_S77_L001_R1_001.fastq.gz,142ed1947248f07617d430f874ba9ccdad142337612cb737c25040c8cbf38475,OSD177-2019_S77_L001_R2_001.fastq.gz,e7fb43a93cda8aec17efe3a79f586608e622a7721863cd2f5b06d417529715d2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD177_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_DPOSDA_4_1_HYLGGDSXX.12BA095_clean.fastq.gz,f74b6caff820fc7d5ab7f67c251f994d,CRC_DPOSDA_4_2_HYLGGDSXX.12BA095_clean.fastq.gz,325c66b404341bb463ede5647ec8dd1f,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD210_2019-06_1_NPL022,surface water sample from the Mediterranean Sea,https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?id=408172,Illumina_MiSeq,AMPLICON,METAGENOMIC,PCR,paired,Two-step PCR Nextera XT CDI,460,OSD210-2019_S174_L001_R1_001.fastq.gz,fe5e5fd9bd98e10ca1605240ecd549cae3318d7958c12d5f8938f81bff53a3d5, OSD210-2019_S174_L001_R2_001.fastq.gz,64697023031c9b08247aa13d22ec54661fe65a13c9d79dba733c74f42e65ae77,SHA-256,water,2019-06-21T05:40:00Z/2019-06-21T06:00:00Z,43.11,3.08,coastal wetland ecosystem [ENVO:00000230], sea water [ENVO:00002149], microbial community [PCO:1000004],Ocean Sampling Day,https://www.marineregions.org/gazetteer.php?p=details&id=25185,"OSD210, Gruissan France",none,0,NPL022,22.00,41.00,OSD-Jun-2019,"CONAN, Pascal/ BEIER, Sara, Leibniz Institute for Baltic Sea Research (in collaboration with the Observatoire Oceanologique de Banyuls sur Mer), conan@obs-banyuls.fr/ sara.beier@io-warnemuende.de",not provided,not provided,not provided,not provided,2.60,40,Sterivex,not provided,no prefiltration,0.22,none,-80
OSD210_2019-06_1_NPL022,,,,,,,,,180,OSD210-2019_S78_L001_R1_001.fastq.gz,aa1e02c661cac53ec65c5435301e5df875149871f989a621b910fee102dc3a02,OSD210-2019_S78_L001_R2_001.fastq.gz,d1d44a6f1b083d1bc4f3074457e1d89a42ad02a722158222059dc0cfd75f4ae2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSD210_2019-06_1_NPL022,,,NovaSeq 6000,WGS,,RANDOM,,PCR-plus single index,376,CRC_DQOSDA_4_1_HYLGGDSXX.12BA012_clean.fastq.gz,daf0861c3d4ee7674b2d7ad6b92b098d,CRC_DQOSDA_4_2_HYLGGDSXX.12BA012_clean.fastq.gz,73bc56e0b0dfafdea845ba45cf35c0aa,Md5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
